"","AOMICID","income","female","education","hand","econ.ideology","econ.ideology.scale","social.ideology","social.ideology.scale","economic.identity","economic.identity.scale","social.identity","social.identity.scale","political.interest","political.interest.scale","non.voting","unfaithful.voting","vote.2010","vote.next","alpha","beta","gamma","delta","Fscale","ACC","rAmyg","rAmygW","lAmyg"
"154","158","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3.75,1.16594757091891,1.25,-0.757150225741696,6,1.34795041371604,4,0.530097854191498,NA,NA,1,2,"VVD","VVD",-0.00291861251503796,-0.845830942423806,-0.281209274299647,-1.25728736639029,0.5,341,919,575,820
"155","159","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Linkshandig",2,-1.20102421264331,1,-1.17542691205401,2,-1.09342901103222,4,0.530097854191498,NA,NA,1,2,"PvdA","PvdA",-0.00291861251503796,0.555167388326278,0.75643949287685,0.0882111029705443,0.6875,335,688,430,717
"156","160","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3,0.151531092249389,1.5,-0.338873539429378,6,1.34795041371604,4,0.530097854191498,NA,NA,1,2,"PVV","VVD",2.00675457641111,-0.145331777048764,-0.540621466093772,0.0882111029705443,0.3125,327,601,371,593
"157","161","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",3.25,0.489669918472564,2.25,0.915956519507576,7,1.9582952699031,2,-1.01142350762028,NA,NA,1,4,"VVD","VVD",-0.806787888085496,-0.495581359736285,-0.800033657887896,0.626410490714877,0.3125,337,740,457,841
"158","162","Beneden-modaal (minder dan 32500)",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.5,-0.524746560196959,1.25,-0.757150225741696,3,-0.483084154845155,3,-0.24066282671439,NA,NA,1,4,"PvdA","SP",0.399016025270191,-1.54633010779885,-0.540621466093772,-0.449988284773788,0.625,338,677,411,629
"159","163","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",3.75,1.16594757091891,1.5,-0.338873539429378,5,0.737605557528972,3,-0.24066282671439,NA,NA,1,6,"D66","VVD",-1.61065716365595,0.555167388326278,-1.05944584968202,1.97190896007571,0.5625,335,648,388,711
"160","164","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"havo of vwo (hbs, atheneum, gymnasium)","Linkshandig",2.75,-0.186607733973785,1.75,0.0794031468829401,4,0.127260701341909,4,0.530097854191498,NA,NA,1,4,"PVV","PVV",0.80095066305542,-1.19608052511133,1.2752638764651,0.0882111029705443,0.25,346,715,438,580
"161","165","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3,0.151531092249389,1.75,0.0794031468829401,4,0.127260701341909,4,0.530097854191498,NA,NA,1,3,"D66","D66",-0.806787888085496,1.25566655370132,0.75643949287685,-1.25728736639029,0.3125,328,658,400,609
"162","166","Beneden-modaal (minder dan 32500)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.25,-0.862885386420134,1.75,0.0794031468829401,2,-1.09342901103222,3,-0.24066282671439,NA,NA,1,2,"Partij voor de dieren","Partij voor de dieren",-0.00291861251503796,1.25566655370132,1.79408826005335,-0.719087978645954,0.5625,329,806,502,745
"163","167","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",4.5,2.18036404958844,2,0.497679833195258,7,1.9582952699031,7,2.84237989690916,NA,NA,1,1,"PVV","PVV",-1.61065716365595,-2.94732843854893,-0.281209274299647,1.70280926620354,0.5625,320,737,456,631
"164","168","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.25,-0.862885386420134,2,0.497679833195258,3,-0.483084154845155,5,1.30085853509739,NA,NA,0,3,"PvdA","PVV",0.399016025270191,-2.24682927317389,1.2752638764651,0.35731079684271,0.375,331,674,413,697
"165","169","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.75,-0.186607733973785,1.5,-0.338873539429378,5,0.737605557528972,4,0.530097854191498,NA,NA,0,3,"PvdA","CDA",-0.00291861251503796,-0.845830942423806,-0.800033657887896,0.35731079684271,0.3125,326,761,475,720
"166","170","Beneden-modaal (minder dan 32500)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3,0.151531092249389,1.75,0.0794031468829401,6,1.34795041371604,3,-0.24066282671439,NA,NA,1,4,"D66","PvdA",0.399016025270191,-0.495581359736285,-0.021797082505523,-0.988187672518121,0.375,340,641,400,662
"167","171","Beneden-modaal (minder dan 32500)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.25,-0.862885386420134,1.25,-0.757150225741696,3,-0.483084154845155,3,-0.24066282671439,NA,NA,1,4,"SP","SP",0.80095066305542,1.25566655370132,-0.800033657887896,-1.52638706026245,0.5625,331,692,431,751
"168","173","Beneden-modaal (minder dan 32500)",1,"lagere school, basisschool","Rechtshandig",3.25,0.489669918472564,3.75,3.42561663738148,7,1.9582952699031,7,2.84237989690916,NA,NA,0,4,"PVV","PVV",1.60481993862588,-0.495581359736285,1.01585168467097,-0.719087978645954,0.375,347,689,421,744
"169","174","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.25,-0.862885386420134,3,2.17078657844453,7,1.9582952699031,2,-1.01142350762028,NA,NA,0,3,"PVV","PVV",0.80095066305542,-1.54633010779885,1.2752638764651,-0.449988284773788,0.25,328,590,367,630
"170","175","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3,0.151531092249389,2.25,0.915956519507576,2,-1.09342901103222,6,2.07161921600328,NA,NA,1,5,"PvdA","PvdA",0.80095066305542,0.204917805638757,0.497027301082726,1.16460987845921,0.5,314,608,376,638
"171","176","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mavo, vmbo (theoretische leerweg)","Rechtshandig",2,-1.20102421264331,1,-1.17542691205401,7,1.9582952699031,1,-1.78218418852617,NA,NA,1,1,"PVV","PVV",-0.404853250300267,-1.89657969048637,-0.021797082505523,-0.719087978645954,0.1875,314,647,402,773
"172","177","Beneden-modaal (minder dan 32500)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3.25,0.489669918472564,1.5,-0.338873539429378,5,0.737605557528972,3,-0.24066282671439,NA,NA,1,6,"VVD","VVD",1.60481993862588,-0.495581359736285,-0.021797082505523,-0.988187672518121,0.5,337,848,526,840
"173","178","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",1.75,-1.53916303886648,1.75,0.0794031468829401,2,-1.09342901103222,2,-1.01142350762028,NA,NA,1,4,"PvdA","SP",0.399016025270191,-0.845830942423806,0.75643949287685,0.0882111029705443,0.75,324,653,403,718
"174","179","Beneden-modaal (minder dan 32500)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",1,-2.55357951753601,1.75,0.0794031468829401,3,-0.483084154845155,2,-1.01142350762028,NA,NA,0,7,"Partij voor de dieren","Partij voor de dieren",-1.20872252587072,-2.59707885586141,-0.021797082505523,-0.449988284773788,0.25,289,610,371,480
"175","180","Beneden-modaal (minder dan 32500)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3.75,1.16594757091891,1.75,0.0794031468829401,4,0.127260701341909,4,0.530097854191498,NA,NA,1,7,"PVV","PVV",0.399016025270191,-1.89657969048637,-0.800033657887896,0.35731079684271,0.3125,305,606,373,611
"176","181","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mbo (middelbaar beroepsonderwijs)","Linkshandig",2,-1.20102421264331,1.75,0.0794031468829401,7,1.9582952699031,3,-0.24066282671439,NA,NA,1,1,"PVV","PVV",0.399016025270191,-1.19608052511133,-0.021797082505523,0.895510184587043,0.1875,325,728,456,638
"177","182","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3.25,0.489669918472564,1.25,-0.757150225741696,2,-1.09342901103222,3,-0.24066282671439,NA,NA,1,3,"VVD","VVD",-0.404853250300267,-0.495581359736285,-1.57827023327027,0.35731079684271,0.6875,325,724,454,682
"178","184","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mavo, vmbo (theoretische leerweg)","Rechtshandig",2.75,-0.186607733973785,1.75,0.0794031468829401,3,-0.483084154845155,4,0.530097854191498,NA,NA,1,6,"SP","CDA",0.399016025270191,0.555167388326278,0.497027301082726,-0.988187672518121,0.5625,350,711,438,770
"179","185","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",1.75,-1.53916303886648,2.25,0.915956519507576,6,1.34795041371604,5,1.30085853509739,NA,NA,1,2,"VVD","VVD",-1.20872252587072,0.905416971013799,-0.281209274299647,-0.180888590901622,0.375,345,625,380,632
"180","186","Beneden-modaal (minder dan 32500)",1,"universiteit of post-hbo onderwijs","Rechtshandig",2.25,-0.862885386420134,1.5,-0.338873539429378,1,-1.70377386721928,2,-1.01142350762028,NA,NA,1,5,"GroenLinks","GroenLinks",0.399016025270191,0.555167388326278,-1.05944584968202,-1.52638706026245,0.6875,319,756,466,651
"181","187","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3,0.151531092249389,2,0.497679833195258,5,0.737605557528972,3,-0.24066282671439,NA,NA,1,2,"PVV","PVV",1.20288530084065,-0.845830942423806,-0.540621466093772,-0.719087978645954,0.4375,342,756,471,753
"182","188","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",3.25,0.489669918472564,1.5,-0.338873539429378,5,0.737605557528972,3,-0.24066282671439,NA,NA,1,2,"PVV","PVV",0.80095066305542,0.204917805638757,-0.800033657887896,-0.449988284773788,0.5625,307,650,403,693
"183","189","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Linkshandig",2.75,-0.186607733973785,1.5,-0.338873539429378,4,0.127260701341909,4,0.530097854191498,NA,NA,0,1,"VVD","D66",0.80095066305542,-1.19608052511133,-0.800033657887896,-0.180888590901622,0.3125,334,627,392,694
"184","191","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.5,-0.524746560196959,1.75,0.0794031468829401,4,0.127260701341909,4,0.530097854191498,NA,NA,1,4,"VVD","D66",0.399016025270191,-0.845830942423806,-0.540621466093772,-0.180888590901622,0.375,327,767,480,658
"185","192","Beneden-modaal (minder dan 32500)",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",3.5,0.827808744695738,1.5,-0.338873539429378,3,-0.483084154845155,3,-0.24066282671439,NA,NA,0,4,"PvdA","PvdA",-1.20872252587072,0.905416971013799,-0.800033657887896,0.0882111029705443,0.875,336,667,410,730
"186","193","Beneden-modaal (minder dan 32500)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3,0.151531092249389,2.5,1.33423320581989,3,-0.483084154845155,5,1.30085853509739,NA,NA,1,3,"Partij voor de dieren","Anders, nl.",-0.00291861251503796,-0.495581359736285,-1.57827023327027,0.0882111029705443,0.375,321,732,449,829
"187","194","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3,0.151531092249389,1.5,-0.338873539429378,4,0.127260701341909,6,2.07161921600328,NA,NA,1,3,"Christenunie","Christenunie",0.80095066305542,-0.145331777048764,-0.021797082505523,1.43370957233138,0.375,288,536,320,422
"188","195","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.5,-0.524746560196959,1.5,-0.338873539429378,3,-0.483084154845155,4,0.530097854191498,NA,NA,1,6,"VVD","PVV",1.20288530084065,-0.845830942423806,1.2752638764651,1.43370957233138,0.5625,333,619,379,775
"189","196","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3.75,1.16594757091891,1.25,-0.757150225741696,5,0.737605557528972,4,0.530097854191498,NA,NA,1,2,"VVD","VVD",0.80095066305542,-0.495581359736285,-1.05944584968202,2.24100865394787,0.4375,315,572,350,637
"190","197","Beneden-modaal (minder dan 32500)",1,"mavo, vmbo (theoretische leerweg)","Rechtshandig",2,-1.20102421264331,1.5,-0.338873539429378,1,-1.70377386721928,4,0.530097854191498,NA,NA,1,1,"PvdA","PvdA",0.399016025270191,0.555167388326278,-0.540621466093772,-0.449988284773788,0.1875,321,671,415,729
"191","198","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.75,-0.186607733973785,1.75,0.0794031468829401,4,0.127260701341909,4,0.530097854191498,NA,NA,1,4,"SP","PvdA",-0.00291861251503796,-1.19608052511133,-0.281209274299647,-0.988187672518121,0.5,353,742,460,712
"192","199","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Linkshandig",4.5,2.18036404958844,2.75,1.75250989213221,7,1.9582952699031,7,2.84237989690916,NA,NA,1,1,"VVD","VVD",1.20288530084065,-1.89657969048637,-2.09709461685852,-0.449988284773788,0.3125,318,552,333,669
"193","200","Beneden-modaal (minder dan 32500)",0,"vmbo (basisvorming, leerweg aansluitend bij beroepsonderwijs)","Rechtshandig",3.75,1.16594757091891,2.75,1.75250989213221,6,1.34795041371604,3,-0.24066282671439,NA,NA,1,2,"VVD","VVD",-0.00291861251503796,-2.59707885586141,-1.05944584968202,-0.449988284773788,0.3125,341,743,465,678
"194","201","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Linkshandig",4,1.50408639714209,1,-1.17542691205401,5,0.737605557528972,4,0.530097854191498,NA,NA,1,5,"VVD","VVD",0.399016025270191,-1.19608052511133,-0.800033657887896,-1.25728736639029,0.5,320,753,469,699
"195","202","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1," hbo (hoger beroepsonderwijs)","Rechtshandig",2.5,-0.524746560196959,1.75,0.0794031468829401,3,-0.483084154845155,4,0.530097854191498,NA,NA,1,6,"PvdA","PvdA",-0.00291861251503796,1.25566655370132,-0.021797082505523,-0.180888590901622,0.5625,322,714,440,748
"196","204","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mavo, vmbo (theoretische leerweg)","Rechtshandig",2.5,-0.524746560196959,1.75,0.0794031468829401,4,0.127260701341909,4,0.530097854191498,NA,NA,1,1,"Christenunie","Christenunie",0.80095066305542,1.25566655370132,-1.05944584968202,0.35731079684271,0.375,331,672,417,687
"197","205","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",1.5,-1.87730186508966,1.5,-0.338873539429378,6,1.34795041371604,6,2.07161921600328,NA,NA,1,4,"D66","VVD",-1.61065716365595,1.25566655370132,-1.05944584968202,1.16460987845921,0.4375,342,613,372,634
"198","206","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mavo, vmbo (theoretische leerweg)","Rechtshandig",1.5,-1.87730186508966,1.5,-0.338873539429378,2,-1.09342901103222,4,0.530097854191498,NA,NA,1,4,"SP","SP",0.399016025270191,1.25566655370132,1.53467606825922,0.0882111029705443,0.25,301,582,363,443
"199","208","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",4.25,1.84222522336526,2.5,1.33423320581989,6,1.34795041371604,2,-1.01142350762028,NA,NA,1,4,"PVV","PVV",-0.00291861251503796,0.204917805638757,-0.281209274299647,-0.449988284773788,0.5,329,651,405,705
"200","209","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Linkshandig",3,0.151531092249389,1,-1.17542691205401,1,-1.70377386721928,3,-0.24066282671439,NA,NA,1,4,"GroenLinks","GroenLinks",0.399016025270191,0.905416971013799,0.237615109288601,0.0882111029705443,0.8125,324,635,392,710
"201","210","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3,0.151531092249389,1.75,0.0794031468829401,5,0.737605557528972,4,0.530097854191498,NA,NA,1,4,"PVV","PVV",0.399016025270191,-1.54633010779885,0.75643949287685,-0.180888590901622,0.25,334,688,429,656
"202","211","Beneden-modaal (minder dan 32500)",0,"vmbo (basisvorming, leerweg aansluitend bij beroepsonderwijs)","Rechtshandig",2.25,-0.862885386420134,3,2.17078657844453,7,1.9582952699031,4,0.530097854191498,NA,NA,1,4,"PVV","PVV",0.80095066305542,-0.845830942423806,0.237615109288601,0.35731079684271,0.375,332,713,448,712
"203","212","Beneden-modaal (minder dan 32500)",1,"vmbo (basisvorming, leerweg aansluitend bij beroepsonderwijs)","Rechtshandig",2,-1.20102421264331,1.5,-0.338873539429378,2,-1.09342901103222,1,-1.78218418852617,NA,NA,1,1,"SP","SP",-0.00291861251503796,-0.495581359736285,1.79408826005335,-0.449988284773788,0.25,359,702,433,661
"204","213","Beneden-modaal (minder dan 32500)",0,"vmbo (basisvorming, leerweg aansluitend bij beroepsonderwijs)","Rechtshandig",2,-1.20102421264331,1.5,-0.338873539429378,1,-1.70377386721928,4,0.530097854191498,NA,NA,1,1,"Anders, nl.","Anders, nl.",-0.806787888085496,1.60591613638884,-0.021797082505523,0.895510184587043,0.6875,341,639,395,642
"205","214","Beneden-modaal (minder dan 32500)",0,"mavo, vmbo (theoretische leerweg)","Rechtshandig",1.75,-1.53916303886648,2,0.497679833195258,5,0.737605557528972,1,-1.78218418852617,NA,NA,1,6,"D66","D66",-1.20872252587072,-0.845830942423806,1.79408826005335,-1.25728736639029,0.1875,333,592,364,667
"206","215","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mavo, vmbo (theoretische leerweg)","Rechtshandig",2,-1.20102421264331,1.25,-0.757150225741696,7,1.9582952699031,1,-1.78218418852617,NA,NA,1,3,"PVV","PVV",1.60481993862588,-0.845830942423806,-0.540621466093772,0.895510184587043,0.1875,345,704,435,725
"207","216","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",3.5,0.827808744695738,1.75,0.0794031468829401,5,0.737605557528972,1,-1.78218418852617,NA,NA,1,7,"SGP","D66",-1.61065716365595,-0.145331777048764,0.75643949287685,1.43370957233138,0.75,342,673,417,696
"208","217","Beneden-modaal (minder dan 32500)",1,"mavo, vmbo (theoretische leerweg)","Linkshandig",1.75,-1.53916303886648,1.5,-0.338873539429378,1,-1.70377386721928,4,0.530097854191498,NA,NA,1,2,"SGP","SGP",0.80095066305542,0.204917805638757,0.497027301082726,-1.52638706026245,0.5625,321,745,462,782
"209","218","Beneden-modaal (minder dan 32500)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3.25,0.489669918472564,2.25,0.915956519507576,5,0.737605557528972,6,2.07161921600328,NA,NA,1,4,"VVD","VVD",1.20288530084065,-0.495581359736285,-0.540621466093772,-1.25728736639029,0.375,352,653,396,646
"210","219","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3,0.151531092249389,1.5,-0.338873539429378,2,-1.09342901103222,4,0.530097854191498,NA,NA,0,7,"GroenLinks","PvdA",0.399016025270191,-1.19608052511133,0.75643949287685,0.0882111029705443,0.5,338,765,480,713
"211","220","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3.5,0.827808744695738,1.5,-0.338873539429378,5,0.737605557528972,4,0.530097854191498,NA,NA,1,1,"VVD","VVD",-0.806787888085496,0.204917805638757,-0.281209274299647,0.895510184587043,0.375,343,674,415,651
"212","221","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.25,-0.862885386420134,1.75,0.0794031468829401,2,-1.09342901103222,2,-1.01142350762028,NA,NA,1,2,"PvdA","D66",-1.20872252587072,0.905416971013799,-0.021797082505523,1.16460987845921,0.375,346,623,379,591
"213","222","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mavo, vmbo (theoretische leerweg)","Rechtshandig",2.5,-0.524746560196959,2.5,1.33423320581989,4,0.127260701341909,3,-0.24066282671439,NA,NA,1,7,"D66","GroenLinks",-0.806787888085496,-1.19608052511133,0.75643949287685,0.0882111029705443,0.3125,322,660,412,575
"214","223","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"lagere school, basisschool","Rechtshandig",2.75,-0.186607733973785,1.5,-0.338873539429378,3,-0.483084154845155,2,-1.01142350762028,NA,NA,1,7,"Anders, nl.","Anders, nl.",-1.61065716365595,0.905416971013799,0.237615109288601,-0.449988284773788,0.5625,327,631,380,655
"215","224","Beneden-modaal (minder dan 32500)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.25,-0.862885386420134,1.25,-0.757150225741696,5,0.737605557528972,3,-0.24066282671439,NA,NA,0,4,"PVV","PVV",0.399016025270191,-2.59707885586141,0.497027301082726,-1.52638706026245,0.4375,303,702,426,574
"216","225","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mbo (middelbaar beroepsonderwijs)","Linkshandig",1.5,-1.87730186508966,2.5,1.33423320581989,5,0.737605557528972,3,-0.24066282671439,NA,NA,1,3,"D66","D66",-1.20872252587072,-0.495581359736285,-0.800033657887896,0.0882111029705443,0.3125,331,589,362,684
"217","226","Meer dan driemaal modaal (100000 euro en meer) ",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",3.75,1.16594757091891,1.25,-0.757150225741696,5,0.737605557528972,5,1.30085853509739,NA,NA,1,5,"VVD","D66",-0.806787888085496,0.204917805638757,-0.540621466093772,0.35731079684271,0.8125,339,629,391,734
"218","227","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mavo, vmbo (theoretische leerweg)","Rechtshandig",2.5,-0.524746560196959,2.25,0.915956519507576,3,-0.483084154845155,4,0.530097854191498,NA,NA,1,2,"D66","Partij voor de dieren",0.80095066305542,1.60591613638884,1.53467606825922,-0.180888590901622,0.5625,337,708,435,718
"219","228","Beneden-modaal (minder dan 32500)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3.25,0.489669918472564,1,-1.17542691205401,3,-0.483084154845155,3,-0.24066282671439,NA,NA,1,3,"PvdA","PvdA",1.20288530084065,0.204917805638757,-0.540621466093772,-1.79548675413462,0.625,328,596,366,753
"220","229","Beneden-modaal (minder dan 32500)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.75,-0.186607733973785,1.5,-0.338873539429378,4,0.127260701341909,4,0.530097854191498,NA,NA,0,4,"Partij voor de dieren","PvdA",-1.61065716365595,-1.89657969048637,0.237615109288601,-0.719087978645954,0.4375,302,604,365,541
"221","230","Beneden-modaal (minder dan 32500)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.25,-0.862885386420134,1.75,0.0794031468829401,4,0.127260701341909,4,0.530097854191498,NA,NA,1,1,"PVV","PVV",0.399016025270191,-0.845830942423806,0.237615109288601,-1.52638706026245,0.5,324,725,449,710
"222","231","Beneden-modaal (minder dan 32500)",0,"lagere school, basisschool","Rechtshandig",3,0.151531092249389,1.25,-0.757150225741696,4,0.127260701341909,3,-0.24066282671439,NA,NA,0,7,"D66","D66",1.20288530084065,1.60591613638884,0.497027301082726,-1.52638706026245,0.6875,344,539,332,612
"223","232","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.25,-0.862885386420134,2.5,1.33423320581989,6,1.34795041371604,3,-0.24066282671439,NA,NA,1,3,"VVD","VVD",-1.61065716365595,0.905416971013799,0.497027301082726,1.70280926620354,0.4375,332,800,497,801
"224","233","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",3.75,1.16594757091891,2,0.497679833195258,5,0.737605557528972,4,0.530097854191498,NA,NA,1,7,"VVD","CDA",-0.806787888085496,0.905416971013799,-0.281209274299647,0.626410490714877,0.4375,319,745,464,810
"225","234","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.75,-0.186607733973785,2,0.497679833195258,5,0.737605557528972,4,0.530097854191498,NA,NA,1,1,"D66","D66",-0.806787888085496,0.905416971013799,-1.31885804147614,0.626410490714877,0.8125,322,729,452,654
"226","235","Beneden-modaal (minder dan 32500)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.25,-0.862885386420134,1.75,0.0794031468829401,2,-1.09342901103222,2,-1.01142350762028,NA,NA,1,7,"D66","SP",-0.00291861251503796,0.905416971013799,-0.281209274299647,-0.988187672518121,0.625,346,648,398,736
"227","236","Beneden-modaal (minder dan 32500)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.25,-0.862885386420134,1.5,-0.338873539429378,2,-1.09342901103222,1,-1.78218418852617,NA,NA,0,6,"GroenLinks","GroenLinks",-1.20872252587072,0.905416971013799,1.01585168467097,-0.719087978645954,0.5625,330,724,438,662
"228","237","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",0,"lagere school, basisschool","Rechtshandig",4.25,1.84222522336526,1.5,-0.338873539429378,6,1.34795041371604,2,-1.01142350762028,NA,NA,1,3,"CDA","D66",0.80095066305542,0.905416971013799,-0.281209274299647,0.35731079684271,0.4375,333,602,369,652
"229","238","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.25,-0.862885386420134,2.25,0.915956519507576,1,-1.70377386721928,1,-1.78218418852617,NA,NA,1,3,"SP","SP",-0.404853250300267,-0.145331777048764,-0.281209274299647,-1.52638706026245,0.4375,341,735,460,766
"230","239","Beneden-modaal (minder dan 32500)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.5,-0.524746560196959,2.25,0.915956519507576,5,0.737605557528972,3,-0.24066282671439,NA,NA,1,3,"PVV","PVV",1.20288530084065,-0.845830942423806,1.53467606825922,-0.719087978645954,0.4375,326,697,434,678
"231","240","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3.25,0.489669918472564,1.75,0.0794031468829401,7,1.9582952699031,4,0.530097854191498,NA,NA,0,7,"Anders, nl.","PVV",-0.00291861251503796,-1.89657969048637,0.497027301082726,0.0882111029705443,0.25,286,622,385,673
"232","241","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"universiteit of post-hbo onderwijs","Rechtshandig",4.75,2.51850287581161,2,0.497679833195258,6,1.34795041371604,2,-1.01142350762028,NA,NA,1,3,"VVD","VVD",-0.806787888085496,-0.495581359736285,-0.021797082505523,1.43370957233138,0.125,340,636,393,586
